Country,Region,Year,Population,Life.Expectancy,Health.Expenditure
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,North America,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,South Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,North America,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,North America,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,South Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,North America,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,North America,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,South Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,North America,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,North America,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,South Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,North America,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,North America,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,South Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,South Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,South Asia,,,,
,Latin America & Caribbean,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Latin America & Caribbean,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,East Asia & Pacific,,,,
,Sub-Saharan Africa,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,Europe & Central Asia,,,,
,Sub-Saharan Africa,,,,
,Europe & Central Asia,,,,
,Middle East & North Africa,,,,
,Europe & Central Asia,,,,
,North America,,,,
,Latin America & Caribbean,,,,
,Europe & Central Asia,,,,
,East Asia & Pacific,,,,
,Latin America & Caribbean,,,,
,East Asia & Pacific,,,,
,Middle East & North Africa,,,,
,Sub-Saharan Africa,,,,
